ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_12lzJ8zVwWe57Qf,,,,5,4,1,,,2,3,,,,,,,3,,,,,,2,,,,5,,6,1,4,,4,,,,1,,,,3,,2,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,4,,3,,,1,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,4,,,2,,,,1,,,,,3,3,,2,,,,,,,,1,,,,,,,2,,,,,,,,1,,
R_3QtrvAzfaPwbqM8,,,,1,2,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,,,,,,,2
R_7ZDq3TIiID0wYxx,,,,7,2,3,4,6,5,1,,,,,,,,,,,,,,,,,4,3,1,2,5,2,1,,,,,,,,3,,,,,,2,,10,,,,,11,7,,9,,1,,,5,,3,4,,6,,8,,,,,7,,,,,,1,,,,5,6,,3,,,,,4,,2,,3,,,5,4,6,,,,,1,,,,,,,,2,,,,,2,,3,,,1,,,,,4,,,,,7,,,,,5,2,3,4,,,1,6,,,,1,2,,,,,,,3,,
R_7QnlFuISbDds5Km,,,,4,5,2,,,3,1,,,,,,,2,,,,,,5,,,,4,,6,1,3,,1,,,,2,,,,4,,3,,,,3,,7,,,,,,,,,,,,,,1,5,4,6,,,,2,,15,,14,,,5,1,12,13,2,11,8,10,6,4,,,,,3,7,9,,,,,,2,1,,,,,,,,,,,,,,,,,,,4,,,,3,,1,,,2,,,,,,4,2,,,5,,1,8,,7,,3,6,,,,2,,,,,,,,1,,
R_6IA8aoajFZRIe5Z,,5,,,,,,,,,,3,,1,4,2,,1,,,,3,,,,4,,2,,,,,,6,5,1,,2,4,3,,,,,,,3,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,4,,,3,2,,,,,1,,,,,,,1,,,,,,2,,,,,1,,,,,,,2,3,,
R_75Sklg8yPySUH7s,,1,,,,,,,,,,2,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,,3,,,,2,,,,,,4,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,3,,,,,,,,,5,,4,,,2,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,2,,,,,,,,1,,,2,,,,,,
R_5vpJd4MMTEu9rrP,,,,1,2,3,4,,,,,,,,,,,2,,,,,5,3,,4,,1,,,,5,,,,,,,,4,,3,,6,2,1,4,,3,,,,,,2,,,1,6,,,,9,7,8,5,,,,,,5,,4,,,3,1,,,9,,,,,2,,,,,6,8,7,,,,,,1,3,,,,5,,,,2,4,,,,,,,,,6,,,,3,7,4,,2,1,,6,5,,,,1,4,,,,2,,,,,,,3,1,,,,,,,,,2,,,3,
R_6DUaGpcHeHmOwNL,,3,,,,,,4,,,,6,,2,1,5,,1,,,,3,,,,2,,4,,,,,,2,3,4,,,5,1,,,,,,,2,,5,15,,,4,6,,14,8,10,1,,13,7,3,,,9,12,,11,,,,,,1,,,,2,,,,,,,,,,3,,,,,4,,2,,,,4,,,,,,,,5,,,,1,,,,3,,,1,,,4,,,,,,2,,3,,,,7,,,6,,1,5,4,,,,3,2,,,3,,,2,,,,,1,,,
R_1WOTQ2a1WK27Ziq,,2,4,,,,,,1,,,,,,,3,,,3,4,1,5,2,,,,,,,,,,,,,,,,,1,2,3,4,6,5,,5,1,,,3,2,,,11,8,,,4,,,,7,9,6,,,10,,,,,,,,,2,,,,3,,,,1,4,,,,,,,,,,,7,9,,,,3,,,,8,,2,,,,,,4,5,,6,1,2,,1,,4,3,,5,,,7,6,,,,1,,3,,,,,,2,,,4,5,,,,,,,1,,2,,,,,
R_325cqlfzYOKAHGK,,7,2,,,,,1,,,,4,,5,3,6,,,1,3,2,,,4,5,,,,,,,,,,,,1,,,,2,,3,,,,8,,13,14,,,7,9,,,3,2,6,,,4,10,5,1,,12,,11,,,3,,,,4,,,,2,,,,1,,,,,,,,,,,,,,,5,,,,1,,,,,,4,,,,,2,,6,,3,,,,,,,2,,,1,,,,,3,,2,,,,,,,,,,1,,,3,,1,4,5,,6,2,,7,9,,8
R_51pPrlcbfbxByd3,,1,,,,,,5,,,,7,6,4,3,2,,,5,4,3,,,2,1,,,,,,,,1,,,,3,,,,2,,,,,,1,,4,5,,,,,,,,,,,,,,2,3,,,,,,,,,,3,1,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,,,,,1,,,,,,,,2,,,,2,,,,,,1,,,,,,,,,,,2,,1,,,,,
R_71HpuN39H89u5Hz,,,,1,2,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,2,,
R_7OldpF32bDmK8w3,,,1,,,,3,,,,2,,,,,,,,2,3,6,,4,1,5,,,,,,,1,,,,,,,,,,2,4,5,3,6,,,,,2,,,,,,,,,,4,,,,,,,1,,3,,,1,2,,7,,3,,,4,,,,,,,,,6,5,,,,2,5,,,,,1,,3,9,,4,13,7,,6,11,8,12,,,,10,,3,,,,,,1,,,2,,,,,,1,3,,2,4,,9,8,,5,,7,6,,,,2,,,,,,,,1,,
R_3B44AP0d1NwSgCt,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,2,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,2,,,
R_7ZTW0btMo3fP5Pj,,,1,,,,2,,,,3,,,,,,3,,2,4,1,,,,,,,,,,,,,,,,,8,7,3,,2,4,5,6,1,2,,1,,,,,,3,,,,,,,,4,,5,,,,6,,,,,,,,,3,,,2,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,3,,,1,,,,,,2,2,,1,,,,,,,,,,,,,1,,,2,,,,3,,,,,,,,,2,,,,,,,,1,,
R_7rKDZk993xbQTuN,,,,5,1,2,,3,4,7,,,,6,,,1,,,,,,,,,,2,3,,,4,,2,,,,4,,,,1,,,,3,,1,,,,,,,,3,,,,4,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,2,,,,,,3,1,4,,,,,3,,,,,,2,,,,,1,
R_7bZb0VVNFCXBOmw,,,,1,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,2,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,
R_5uTVAOqePFzjEL6,,,3,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,2,,,,,1,,,,,,,2,,,,,,,,1,,
R_7PoEh3V6u3TEPqp,,,,2,3,1,,,4,,,,,,,,,3,,,,2,4,,,1,,,,,,1,,,,,,,,3,,4,,,,2,1,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,3,,,,,,,,,3,,,2,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,
R_5MSAdLOZ5vGwQS5,,1,3,,,,,,,,2,,,,,,,,,2,3,,,,,,,,,,1,,,3,,,2,,1,,,,,,,,,,1,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,2,,,3,,,,,1,2,,,,,,3,,,,3,,,,,,1,2,,,,,,1,,,,,,,,,,2,,,3
R_6HT609SthgZufL2,,,,,,,,,1,,2,,,,,,1,,,,,,,,,,,,,,2,,,,,2,,1,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,1,,,,,,,,2,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,2,,,
R_5YbusfT8GT8f9xP,,3,1,,,,2,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,3,1,,2,,,,,,3,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,3,,,,,,,,,1,,,,2,,,,,3,,,,,,,,,,3,,,2,,,1,,,,,1,,,,,,,,2,,
R_33fnNJEAE6UPi4G,,1,,,,,,,,,,4,,5,3,2,,,1,3,2,,,5,4,,,,,,,,1,,,,2,4,,,3,,5,,,,1,,,,,,,4,2,,3,,5,,,7,,,8,,6,,9,,,4,5,,,,,,,7,,3,,2,,,6,1,,,,,,,,,,1,5,6,7,,,,,,,,8,,,,,2,,4,,3,2,,3,,,,,,,1,,,,,,4,,3,1,9,,8,6,,7,2,,5,,,,,,,1,,,,,,2,
R_34qIHwDrdqJvwkk,,3,,2,4,,,,,,,,,,,1,,4,,,3,,,,,,,2,1,,,,,,,,1,3,2,,,,,,,,13,,12,,,,2,5,7,,4,,6,3,,11,9,8,10,,,1,,,,1,,3,2,,,,,,,4,,,7,,,,,,5,,6,,,,,,,2,,,,1,,,,,,,,,,4,,,,3,2,,7,5,,6,,,,1,,,3,4,,1,,,,,,,,,2,3,,,,,,,1,,2,3,4,,,,,
R_3g0EuFbBddC7YWB,,1,,,,,,,,,,2,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,2,,,,4,,,,,,3,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,4,,,,3,,,,,,,,,,1,,,,,,,,2,,,,,2,,,1,,,,,3,,,,,,,,1,,,2,,,,,,
R_31kpioDefgLzsit,,1,,,,,,,,,2,,,,,,,,,,1,,,2,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,
R_6Lqb9LKOTLuB5QB,,4,,,,,,3,,,,2,,5,1,6,,4,,,,3,,,,1,,2,,,,,,5,2,3,,,4,1,,,,,,,4,,,,,,,,5,,,1,2,,,,,,8,3,6,,7,,,2,,,,,,4,,3,8,,,7,9,1,,6,,,,5,,,,,1,4,7,5,2,,,,,,,,,,3,,,,,,,6,,2,,6,7,3,,,4,,1,5,,,5,,,,,,4,,,1,,,3,2,,,1,,,,,2,,,,,,
R_7Ii1fxK5jSoZigo,,,,2,1,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,2,,,,,1,,,,,,,2,,,,,,,,1,,
R_6G2MDkNuMOAPgmi,,3,,,,,,,,,,2,,1,5,4,,3,,,,1,,,,4,,2,,,,,,4,2,6,,5,3,1,,,,,,,12,,6,11,,,,10,,,2,3,5,,,,9,4,7,,1,,8,,,,,,1,2,8,,7,9,,,,6,,4,,,,,,3,,5,,3,,,,,,,,,,,,,1,,,,,2,,,,,2,,1,,,5,,,,3,4,,,,,1,,,5,,7,6,4,,,,3,2,,,,1,,,,,,,,2,,
R_7CxLJJnGmzT7FrJ,,,,,,,,,2,1,,,,,,,1,,3,2,,,,,,,,,,,,,,,,,2,,,,,3,,4,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,3,,,,,,4,2,,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,,,1,,,,,,,,,,2,
R_3cvDpGNIBQPG6mi,,1,4,,2,,6,,,,5,,3,,,,,,1,,,,,,,,2,,,,,,,,,4,,2,3,1,,,,7,6,5,,,,,,,,,1,4,2,,,,,5,,,,,,,,3,,,,4,3,,,,,,,,,,2,,,,1,,,,,,4,6,1,,,2,5,15,,,,3,7,13,,,14,12,,10,11,8,9,,3,,1,,,,,,,,,,2,,,,,2,,1,,,,,,,,,,9,,,8,,7,6,5,4,2,3,,1
R_1h6DBnEeB1nIfVT,,,2,,,,4,,1,,3,,5,,,,,,2,,1,,5,,,,4,,,,3,5,,,2,,,,,1,,,,3,4,,,,2,1,,3,4,9,8,7,,6,5,,,,,,,,,,,,10,1,,,2,,,,,,4,,,5,,3,,6,9,,7,,8,,,,,,,,,,,,,,,,2,,4,,,3,,1,,5,3,5,,6,,1,,,,,,2,,4,,,4,,2,,,3,1,,5,,6,,,,,,,,1,,,2,,,,
R_6dFmA83JL4jjOee,,,,2,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,2,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,2,,,
R_5QmtYZMKF9981xw,,5,,3,6,2,,,4,1,,,,,,,,4,,,,3,,,,2,,1,,,,,,,,,,2,,,,4,,5,1,3,4,,10,,,,,11,,,12,1,2,,9,,6,8,3,5,,,7,,,,,6,7,8,,,1,2,,,,3,,,,,,,5,,,4,,2,,,,,3,,,,,,,,,4,,,,,,1,,,1,3,2,,8,9,,7,6,,4,,,5,,,,1,,,,,,,,2,,,,,,,,,3,,,2,,,1,
R_3QKpjfHIsZtymoV,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,2,,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,3,,,,,1,,,,,,,2,,,,,,,,,1,,,,,,,,2,,,1,,3,,,2,,,,,,,,
R_6hUr0XGSbcKBAVH,,1,,3,4,,,2,5,,,,,,,,,1,,,6,5,,,4,2,,,,,3,,,,,,,,,,,1,3,4,2,,10,8,7,3,9,,,,11,,1,,,,5,4,2,,,,,,,6,,,,,,5,6,8,,2,,7,4,1,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3,,3,,1,2,4,,,,,,,,,,,,,,,6,4,,1,,5,2,3,,,1,,,,,,3,,4,,,,2
R_1z0qiU9icRCzbnr,,,3,,,,2,,,,1,,,,,,,,1,3,,,,2,,,,,,,,2,,,,,,3,,,,,,,,1,2,,,,,,,,1,,,,3,,,,,,4,5,,,6,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,3,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,,2,,,,,
R_25qYqSJ1y4ywS4h,,4,,,,,,6,,,,3,,5,1,2,,1,,,,2,,,,4,,3,,,,,,5,1,4,,,3,2,,,,,,,2,,,,,,,,3,,,,1,,,,,,4,,,,5,,,7,,9,2,5,,6,,3,12,,,,10,,,,,11,1,4,,8,,,5,,,,7,,,,,4,,6,,3,1,2,,,,,,,,,2,,,,,,,,,3,4,1,3,2,,4,1,6,,8,7,,5,,,,,,,,,,1,,,2,,,,
R_6prD8VbidNqHUGd,,,1,,,,2,,,,3,,,,,,,,1,5,4,,,2,3,,,,,,,1,,,,,,6,,,,7,2,5,4,3,1,,4,,,,2,3,5,,14,13,6,,,7,8,9,10,,12,,11,,,,,1,5,6,,,,,,,,3,4,,,,,,,,,2,,1,,,,,,,,2,,,,,,,,,,3,,4,,,,,,1,,,,,,,,2,,,,1,,,2,,4,3,6,,,,7,5,1,,2,,,5,,,,4,3,,,
R_3BXxyz7urXzmQwh,,,,,1,2,,,,3,,,,,,,,,,,,,,1,,2,,,,,,3,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,1,,
R_3kbRQD8W3G6pLpI,,,,,2,1,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,2,,,3,,,,,,,,,,1,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,2,,,
R_55njvErTUbG0IFz,,,1,,3,2,,,,,,,,,,,1,,2,,,3,,,,4,,,,,,,,,,,,7,3,4,,5,8,1,2,6,3,,1,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,5,,,,6,4,,,2,1,,,3,,,,,,,3,,,,,,,,5,,,,1,,,,4,,2,,6,,,,,,3,,4,,2,,,,1,,,,3,,,2,,,,1,,4,,,,1,,,,,,,,,2,,,,
R_37IgCFP1jSPGQJh,,,2,,,,,,,,1,,,,,,,,,2,,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,1,,2,,,
R_5QSb4o7tGUxxOxv,,1,5,7,2,4,3,,,6,,,,,,,,,,,,,1,3,,4,5,,2,,,,,,,,,,,,,,2,,3,1,8,2,13,12,11,9,6,7,,1,3,,5,,4,10,,,,,,,,,,,,,,,,,3,,,6,,1,,,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,3,,,2,,1,4,,5,3,,,,,,1,2,,3,,,4,,,,,,,,,,,,,,,,,2,3,4,1,5
R_5qUw8cBVlVPldxn,,,1,3,2,4,,,,,5,,,,,,1,,,,,,,2,,,,,,,3,,,,,,1,5,,2,,4,3,6,7,,3,,4,,,,,,,,,1,2,,,5,,,,,,,,,,,,1,2,,4,,,,3,,,,5,,,,6,7,8,,9,,,1,,,,3,,6,4,8,,,,10,,,9,7,,,,5,,2,1,2,,3,4,8,,7,5,,6,,,9,,,,,,,,,,1,,2,3,,,,1,,,,2,,,,,,,
R_3i9ACwztorlJHja,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,2,,,,,,,,,1,,,,
R_7zBYfdnPQi9Au5A,,,,,,2,,,1,,,,,,,,,2,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,3,,,,,,,3,,,,,,,,,,,1,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,
R_8aSyxN8fOH8qvzX,,3,,,1,,,,,,2,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,2,,,,,,,,,,,,,3,,,,,,,2,1,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,,,3,,,,2,,,2,,,,,,,,1,,,,,3,,2,,3,,,1,,,,,,,
R_1lFjInmU847R4pr,,,,4,1,2,,,3,,,,,,,,1,2,,,,,,,,,5,,4,,3,,,,,,1,5,,4,6,,3,,2,,4,,1,,,,,,8,,,2,3,10,,,5,6,7,,,,11,9,,,,,,,6,3,,4,2,,,,,1,,,,,5,,,,,1,,7,6,5,,,,,,,,,3,,,,,4,,2,,,1,5,2,,,4,,,,3,,,,,,,,,,,,3,1,,4,,,2,,,,5,2,,1,,,,,4,3,
R_7NqMrim6SFW72WW,,,2,,,5,3,,,,4,,1,,,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,3,,4,,2,,,2,,,,,,1,,3,,4,,,,,,,,,,,,1,,,5,,,4,,,,,6,,,,,2,,,,,,3,,,,,,1,,,,,,,,,,3,,,2,,,,,,,,1,,2,3,,,,,,,4,,,,,,,,3,,1,2,,4,,,,1,,,,,,,,,,,,,2
R_5S5ZyvvcT0YPC4X,,,,1,4,3,2,,,,,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,,2,,,,,,,,5,,6,,,,2,,,,,,3,,,,1,,7,,,,4,,,,,6,,,,,7,,4,1,,,3,2,,8,,10,9,,,5,,,,,1,,,2,,,,,,,,,,,,,,,,,,5,,,1,6,,2,,7,4,,3,,2,,,5,,,,,1,,,4,,3,,,1,,,,2,,,,,,,
R_7JCyvmHtHkwKebC,,,,,,,,4,,,,,,3,1,2,,3,,,,,,,,2,,1,,,,8,,7,6,5,4,,3,2,,1,,,,,10,,,,3,1,,9,,5,7,6,,2,,4,8,,,,,,,,,6,,7,,,4,,8,,,,1,,5,,,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,2,3,4,5,6,4,,2,,,3,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,2,,3,,1,,,,,
R_3nkNSSyWBDhxVmA,,,2,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,,,2,,,,,,,,,,,,1
R_5JnNqpLHYMeFzk5,,,,2,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,1,,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,2
R_7NVSZxlW0dHV1Ga,,,,1,,,2,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,2,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,2,,,,,,,1
R_3n0LxdSMZTN33xv,,,,4,2,3,,,1,,,,,,,,,3,,,,1,,,,2,,4,,,,1,,,,,,,,,,,,4,2,3,4,,,,,,,,1,,,,3,,,,,,2,,,,,,,,5,,,,,,,,,4,,1,,,3,2,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,2,,,,,4,,,1,3,,,,,2,,,,1,,,,,,,,2,,,,,1,,,2,,,,,3,,,
